delocated_monad,10km_location,location_qualifier,easting_sw_delocated,northing_sw_delocated,easting_centroid_delocated,northing_centroid_delocated,plot_number,fizz_test,fizz_test_qualifier,soil_moisture_content,soil_moisture_content_qualifier,ACYC_CO2,ACYC_CO2_qualifier,AKGA_CO2,AKGA_CO2_qualifier,ARA_CO2,ARA_CO2_qualifier,ARG_CO2,ARG_CO2_qualifier,CIT_CO2,CIT_CO2_qualifier,CYS_CO2,CYS_CO2_qualifier,FRU_CO2,FRU_CO2_qualifier,GABA_CO2,GABA_CO2_qualifier,GLU_CO2,GLU_CO2_qualifier,LYS_CO2,LYS_CO2_qualifier,MAL_CO2,MAL_CO2_qualifier,NAGA_CO2,NAGA_CO2_qualifier,OXA_CO2,OXA_CO2_qualifier,PRO_CO2,PRO_CO2_qualifier,TRE_CO2,TRE_CO2_qualifier,WAT_CO2,WAT_CO2_qualifier
SJ69-X-65,SJ69,Sample location delocated to a 10km square (see metadata),360000,390000,365000,395000,3,0,,19.69,,0.93,,4.54,,2.21,,2.37,,2.29,,1.29,,3.43,,1.47,,3.95,,0.76,,2.97,,3.05,,1.08,,2.65,,3.05,,0.46,
SJ97-X-25,SJ97,Sample location delocated to a 10km square (see metadata),390000,370000,395000,375000,3,0,,37.02,,2.38,,7.89,,6.51,,5.42,,4.81,,3.92,,9.19,,4.57,,10.1,,2.85,,8.48,,6.56,,3.74,,5.82,,7.66,,1.53,
SJ97-X-25,SJ97,Sample location delocated to a 10km square (see metadata),390000,370000,395000,375000,4,0,,35.05,,1.47,,5.99,,3.56,,2.71,,3.71,,2.84,,5.48,,2.43,,5.74,,1.64,,6.94,,4.18,,2.89,,3.45,,4.75,,0.97,
SJ97-X-25,SJ97,Sample location delocated to a 10km square (see metadata),390000,370000,395000,375000,1,0,,38.17,,2,,7.68,,4.95,,3.19,,4.89,,3.01,,6.58,,3.47,,7.01,,2.19,,6.94,,4.23,,3.89,,3.59,,5.78,,1.51,
SJ97-X-25,SJ97,Sample location delocated to a 10km square (see metadata),390000,370000,395000,375000,2,0,,34.81,,1.57,,4.78,,3.43,,3.27,,2.88,,2.59,,4.13,,2.75,,5.1,,1.7,,5.41,,3.45,,2.76,,3.22,,3.81,,1.21,
SJ99-X-25,SJ99,Sample location delocated to a 10km square (see metadata),390000,390000,395000,395000,1,0,,27.06,,0.83,,5.78,,2.98,,1.63,,3.38,,1.81,,3.95,,1.6,,3.68,,1.02,,4.17,,2.8,,2.46,,2.25,,3.48,,0.59,
SJ99-X-25,SJ99,Sample location delocated to a 10km square (see metadata),390000,390000,395000,395000,2,0,,32.67,,1.65,,5.41,,4.11,,3.16,,3.2,,2.56,,5.56,,2.67,,5.84,,1.39,,5.75,,4.6,,2.52,,3.15,,4.75,,1.22,
SJ99-X-25,SJ99,Sample location delocated to a 10km square (see metadata),390000,390000,395000,395000,4,4,,15.67,,0.47,,4.22,,1.12,,0.33,,2.63,,1.08,,1.43,,0.52,,1.3,,0.57,,2.69,,0.81,,1.13,,0.58,,0.76,,0.34,
SJ99-X-25,SJ99,Sample location delocated to a 10km square (see metadata),390000,390000,395000,395000,5,0,,26.57,,1.41,,3.92,,3.37,,2.23,,2.53,,2.29,,4.76,,2.45,,4.28,,1.32,,4.36,,3.84,,2.33,,2.13,,3.78,,1.08,
SK06-X-62,SK06,Sample location delocated to a 10km square (see metadata),400000,360000,405000,365000,4,0,,34.98,,1.01,,4.01,,2.82,,1.88,,2.18,,2.36,,4.07,,1.96,,5.01,,1.03,,4.73,,3.15,,2.16,,2.71,,3.67,,0.72,
SK06-X-62,SK06,Sample location delocated to a 10km square (see metadata),400000,360000,405000,365000,1,0,,38.89,,1.97,,8.14,,4.96,,3.36,,4.49,,3.92,,6.31,,2.9,,6.78,,2.1,,5.82,,5.07,,3.09,,5.58,,5.45,,0.85,
SK06-X-62,SK06,Sample location delocated to a 10km square (see metadata),400000,360000,405000,365000,2,0,,33.59,,0.94,,4.65,,2.68,,2.71,,3.09,,2.45,,4.14,,2.26,,5.3,,1.01,,5.3,,3.22,,1.92,,2.96,,3.82,,0.6,
SK09-X-02,SK09,Sample location delocated to a 10km square (see metadata),400000,390000,405000,395000,1,0,,74.38,,6.78,,11.17,,10.31,,13.96,,11.42,,11.19,,11.98,,11.48,,14.05,,10.5,,15.75,,11.41,,10.11,,9.25,,14.57,,4.76,
SK09-X-02,SK09,Sample location delocated to a 10km square (see metadata),400000,390000,405000,395000,2,0,,79.5,,5.84,,9.3,,9.26,,11.7,,7.86,,8.55,,9.71,,7,,11.43,,8.93,,11.56,,10.76,,8.4,,9.15,,11.45,,5.14,
SK09-X-02,SK09,Sample location delocated to a 10km square (see metadata),400000,390000,405000,395000,3,0,,75.07,,4.68,,11.91,,9.51,,11.11,,10.81,,8.89,,12.54,,9.35,,14.5,,9.6,,17.03,,10.43,,8.65,,8.79,,13.92,,3.98,
SK09-X-02,SK09,Sample location delocated to a 10km square (see metadata),400000,390000,405000,395000,4,0,,80.45,,4.84,,8.44,,8.66,,10.26,,6.73,,7.24,,9.72,,8.13,,11.67,,6.92,,13,,12.45,,8.19,,9.2,,11.95,,4.75,
SK17-X-47,SK17,Sample location delocated to a 10km square (see metadata),410000,370000,415000,375000,4,0,,27.3,,1.46,,8.89,,3.15,,2.04,,4.9,,1.89,,4.4,,2.23,,4.4,,1.38,,4.16,,3.1,,2.47,,2.52,,4.28,,0.81,
SK17-X-47,SK17,Sample location delocated to a 10km square (see metadata),410000,370000,415000,375000,5,1,,32.08,,2.61,,13.16,,5.96,,4.05,,7.07,,2.99,,7.51,,3.77,,8.11,,2.12,,7.2,,5.6,,3.44,,4.06,,6.43,,1.32,
SK17-X-47,SK17,Sample location delocated to a 10km square (see metadata),410000,370000,415000,375000,2,0,,26.15,,0.79,,9.13,,2.72,,1.65,,6.44,,1.31,,3.86,,1.63,,3.76,,0.81,,4.35,,2.11,,2.34,,1.92,,2.89,,0.43,
SK25-X-16,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,4,1,,37.01,,1.66,,9.54,,4.28,,3.07,,5.3,,2.73,,5.77,,2.97,,6.96,,1.75,,6.64,,4.11,,3.09,,3.86,,4.79,,0.91,
SK25-X-16,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,5,0,,36.76,,1.6,,9.41,,4.74,,2.4,,5.4,,2.74,,5.7,,2.66,,6.99,,1.72,,6.37,,4.71,,2.85,,3.53,,4.69,,0.89,
SK25-X-16,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,6,0,,37.83,,1.63,,5.18,,3.78,,2.79,,3.88,,2.11,,4.38,,2.62,,4.88,,1.4,,4.76,,3.63,,2.89,,3.08,,3.87,,0.92,
SK25-X-22,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,1,0,,35.48,,1.89,,14.43,,5.39,,3.1,,12.47,,2.64,,6.56,,2.72,,7.03,,1.92,,8.16,,4.48,,4.06,,3.64,,5.19,,0.93,
SK25-X-22,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,2,1,,37.27,,2.39,,12.89,,6.2,,2.29,,8.88,,4.16,,8.14,,3.05,,8.15,,2.03,,9.94,,5.43,,3.8,,6.37,,5.97,,0.78,
SK25-X-22,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,4,0,,31.68,,1.74,,12.36,,5.45,,2.16,,9.49,,2.71,,5.99,,2.47,,6.31,,1.8,,7.13,,4.06,,3.16,,3.38,,4.38,,0.75,
SK25-X-84,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,1,1,,39.08,,2.58,,12.99,,5.96,,5.05,,8.21,,3.55,,8.56,,3.71,,9.68,,2.13,,8.64,,6.89,,4.16,,5.19,,7.62,,1.41,
SK25-X-84,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,2,1,,34.83,,2.23,,15.92,,5.94,,3.31,,11.35,,3.07,,7.32,,2.89,,7.64,,1.9,,9.03,,4.78,,4.42,,4.93,,5.35,,0.85,
SK25-X-84,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,3,1,,39.97,,2.06,,9.96,,5.49,,4.03,,5.8,,3.39,,7.31,,2.96,,7.1,,2.09,,7.1,,4.99,,3.41,,4.37,,6.62,,0.88,
SK25-X-84,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,4,0,,36.22,,1.94,,21.48,,6.85,,2.38,,17.05,,8.46,,9.49,,3.12,,9.87,,2.51,,13.48,,5.98,,11.59,,3.78,,6.65,,0.96,
SK34-X-40,SK34,Sample location delocated to a 10km square (see metadata),430000,340000,435000,345000,2,1,,24.89,,0.74,,4.23,,2.06,,1,,2.68,,1.11,,2.57,,1.37,,2.73,,0.72,,2.77,,1.83,,1.58,,1.47,,2.31,,0.48,
SK34-X-40,SK34,Sample location delocated to a 10km square (see metadata),430000,340000,435000,345000,5,0,,32.66,,0.84,,3.58,,3.12,,1.42,,2.17,,1.96,,3.32,,1.73,,3.91,,1.08,,3.32,,2.51,,1.77,,1.88,,3.35,,0.57,
SK36-X-38,SK36,Sample location delocated to a 10km square (see metadata),430000,360000,435000,365000,2,1,,24.87,,0.77,,5.12,,1.67,,1.1,,3.02,,1.51,,2.14,,0.98,,2.27,,0.62,,2.49,,1.59,,1.19,,1.69,,1.77,,0.41,
SK36-X-38,SK36,Sample location delocated to a 10km square (see metadata),430000,360000,435000,365000,4,0,,27.5,,1.44,,8.64,,3.51,,2.13,,4.43,,2.37,,4.65,,2.14,,4.86,,1.22,,4.8,,3.44,,1.89,,3.06,,3.79,,0.72,
SK46-X-54,SK46,Sample location delocated to a 10km square (see metadata),440000,360000,445000,365000,1,0,,20.09,,0.66,,9.36,,1.81,,0.33,,7.33,,2.58,,2.26,,0.82,,2.68,,0.86,,7.27,,1.18,,4.69,,0.64,,1.65,,0.4,
SK46-X-54,SK46,Sample location delocated to a 10km square (see metadata),440000,360000,445000,365000,2,0,,19.57,,0.54,,8.83,,1.63,,0.41,,7.07,,2.04,,2.1,,0.81,,2.45,,0.74,,5.78,,0.72,,4.94,,0.62,,1.4,,0.4,
SK46-X-54,SK46,Sample location delocated to a 10km square (see metadata),440000,360000,445000,365000,3,0,,32.62,,1.74,,14.64,,5.66,,1.4,,11.56,,6,,5.94,,2.69,,6.68,,2.51,,9.76,,3.85,,6.94,,2.37,,5.45,,0.97,
SK46-X-54,SK46,Sample location delocated to a 10km square (see metadata),440000,360000,445000,365000,4,1,,44.72,,2.09,,23.14,,6.18,,0.77,,19.66,,12.21,,7.86,,2.66,,8.5,,3.15,,19.47,,4.25,,14.43,,4.1,,6.38,,1.02,
SK65-X-89,SK65,Sample location delocated to a 10km square (see metadata),460000,350000,465000,355000,1,1,,20.9,,1.46,,8.44,,3.43,,1.51,,5.19,,3.08,,4.47,,1.57,,4.47,,1.34,,4.63,,3.04,,4.24,,2.89,,3.4,,0.55,
SK65-X-89,SK65,Sample location delocated to a 10km square (see metadata),460000,350000,465000,355000,2,0,,17.79,,0.69,,4.53,,1.45,,0.98,,3.25,,0.81,,1.6,,0.73,,1.63,,0.53,,1.62,,1.02,,0.87,,1.27,,1.19,,0.31,
SK65-X-89,SK65,Sample location delocated to a 10km square (see metadata),460000,350000,465000,355000,4,0,,20.63,,0.98,,4.55,,1.82,,1.15,,2.58,,1.32,,2.53,,1.1,,2.56,,0.75,,2.23,,1.65,,1.22,,1.89,,2.11,,0.49,
SK68-X-88,SK68,Sample location delocated to a 10km square (see metadata),460000,380000,465000,385000,1,0,,20.07,,1.05,,5.5,,2.45,,1.99,,3.05,,1.39,,3.47,,1.82,,4.05,,1.04,,3.3,,2.5,,1.67,,1.86,,3.22,,0.71,
SK68-X-88,SK68,Sample location delocated to a 10km square (see metadata),460000,380000,465000,385000,4,0,,11.69,,0.54,,5.35,,0.99,,0.74,,2.41,,0.63,,1.64,,0.64,,1.89,,0.38,,1.66,,1.08,,0.78,,0.84,,1.41,,0.28,
SK68-X-88,SK68,Sample location delocated to a 10km square (see metadata),460000,380000,465000,385000,2,0,,12.99,,0.98,,4.9,,1.56,,1.15,,2.41,,1.07,,2.21,,1.11,,2.17,,0.8,,2.06,,1.59,,1.41,,1.4,,1.96,,0.74,
SK68-X-88,SK68,Sample location delocated to a 10km square (see metadata),460000,380000,465000,385000,3,0,,20.66,,1.62,,6.59,,2.81,,2.2,,3.95,,1.54,,3.66,,2.12,,4.07,,1.36,,3.75,,2.75,,2.03,,2.29,,2.89,,1.29,
SK73-X-65,SK73,Sample location delocated to a 10km square (see metadata),470000,330000,475000,335000,1,2,,27.37,,1.73,,9.1,,4.11,,1.18,,7.34,,3.57,,5.42,,1.71,,6.41,,1.53,,7.67,,3.14,,4.12,,3.47,,4.98,,0.95,
SK73-X-65,SK73,Sample location delocated to a 10km square (see metadata),470000,330000,475000,335000,2,3,,19.48,,0.72,,3.31,,1.9,,0.63,,3.58,,0.95,,2.97,,0.75,,2.9,,0.72,,4.37,,1.08,,1.47,,1.54,,1.79,,0.5,
SK74-X-77,SK74,Sample location delocated to a 10km square (see metadata),470000,340000,475000,345000,2,1,,21.48,,2.07,,4.17,,2.85,,1.4,,2.65,,1.66,,4.14,,1.3,,3.75,,0.9,,2.62,,1.97,,1.39,,3.94,,4.29,,0.76,
SK87-X-82,SK87,Sample location delocated to a 10km square (see metadata),480000,370000,485000,375000,2,0,,13.76,,1.03,,5.32,,2.12,,0.48,,4.34,,2.63,,2.7,,0.97,,3.14,,0.9,,4.31,,1.94,,2.75,,1.85,,2.28,,0.56,
SK87-X-82,SK87,Sample location delocated to a 10km square (see metadata),480000,370000,485000,375000,3,0,,13.34,,0.59,,3.82,,1.09,,0.71,,1.97,,0.57,,1.34,,0.65,,1.5,,0.47,,1.15,,0.9,,0.95,,1.05,,1.05,,0.38,
SK87-X-82,SK87,Sample location delocated to a 10km square (see metadata),480000,370000,485000,375000,4,0,,12.44,,0.47,,3.96,,0.77,,0.74,,1.77,,0.6,,1.03,,0.62,,1.14,,0.39,,1.17,,0.82,,0.81,,0.59,,0.87,,0.41,
SK90-X-42,SK90,Sample location delocated to a 10km square (see metadata),490000,300000,495000,305000,2,1,,17.56,,0.87,,7.21,,2.3,,0.82,,4.05,,1.65,,3.19,,1.11,,3.62,,0.89,,4.06,,2.07,,1.54,,1.79,,3.14,,0.35,
SK95-X-68,SK95,Sample location delocated to a 10km square (see metadata),490000,350000,495000,355000,1,0,,15.22,,0.83,,2.57,,1.22,,0.51,,1.13,,0.86,,2.01,,0.65,,2.19,,0.38,,1.49,,1.06,,0.47,,1.06,,1.7,,0.4,
SK95-X-68,SK95,Sample location delocated to a 10km square (see metadata),490000,350000,495000,355000,2,1,,24.3,,1.63,,3.4,,2.54,,0.58,,1.83,,1.95,,3.62,,1.3,,3.79,,0.82,,2.95,,2.47,,0.89,,2.28,,3.27,,0.45,
SK95-X-68,SK95,Sample location delocated to a 10km square (see metadata),490000,350000,495000,355000,3,0,,18.37,,0.87,,2.63,,1.07,,0.76,,1.39,,0.94,,1.73,,0.72,,1.97,,0.42,,1.42,,1.25,,0.64,,0.92,,1.58,,0.28,
SO36-X-95,SO36,Sample location delocated to a 10km square (see metadata),330000,260000,335000,265000,5,0,,33.89,,1.65,,9.86,,5.18,,3.35,,6.48,,2.59,,7.63,,3.32,,7.45,,1.86,,6.76,,4.92,,3.58,,3.77,,5.98,,0.94,
SO39-X-62,SO39,Sample location delocated to a 10km square (see metadata),330000,290000,335000,295000,3,1,,33.27,,1.9,,10.74,,5.24,,2.21,,5.55,,2.71,,6.37,,2.47,,6.09,,1.65,,6.32,,4.39,,2.58,,3.35,,3.97,,0.66,
SO39-X-62,SO39,Sample location delocated to a 10km square (see metadata),330000,290000,335000,295000,6,1,,37.28,,2.32,,9.41,,4.6,,3.39,,4.74,,2.9,,7.4,,3.46,,8.5,,1.85,,7,,6.22,,2.75,,4.55,,5.59,,1.11,
SO52-X-37,SO52,Sample location delocated to a 10km square (see metadata),350000,220000,355000,225000,1,1,,13.02,,0.57,,7.94,,1.79,,0.86,,5.22,,0.71,,2.29,,0.77,,2.69,,0.44,,3.41,,1.38,,1.34,,1.1,,1.63,,0.26,
SO52-X-37,SO52,Sample location delocated to a 10km square (see metadata),350000,220000,355000,225000,3,0,,16.58,,1.76,,6.7,,3.15,,0.89,,3.65,,1.64,,4.7,,1.74,,4.95,,1.09,,4.56,,3.55,,2.12,,2.74,,4.1,,0.74,
SO52-X-37,SO52,Sample location delocated to a 10km square (see metadata),350000,220000,355000,225000,4,0,,13.89,,0.54,,9.32,,1.79,,0.92,,6.13,,0.82,,2.37,,0.75,,2.56,,0.62,,3.63,,1.62,,1.33,,1.09,,1.56,,0.29,
SO54-X-80,SO54,Sample location delocated to a 10km square (see metadata),350000,240000,355000,245000,1,0,,38.36,,3.09,,9.94,,6.17,,3.49,,5.27,,3.16,,7.72,,3.68,,9.37,,2.24,,7.75,,6.11,,2.81,,4.82,,7.24,,1.51,
SO54-X-80,SO54,Sample location delocated to a 10km square (see metadata),350000,240000,355000,245000,3,1,,33.87,,1.4,,8.23,,3.87,,2.72,,4.6,,2.18,,5.46,,2.18,,5.73,,1.17,,5.67,,3.98,,2.45,,3.3,,5.01,,0.67,
SO55-X-57,SO55,Sample location delocated to a 10km square (see metadata),350000,250000,355000,255000,1,1,,14.99,,0.91,,7.41,,2.57,,0.55,,5.69,,0.88,,2.64,,0.91,,3.3,,0.64,,3.62,,1.92,,1.45,,1.4,,2.16,,0.39,
SO55-X-57,SO55,Sample location delocated to a 10km square (see metadata),350000,250000,355000,255000,2,0,,15.77,,0.46,,6.53,,1.42,,0.94,,3.84,,0.58,,1.77,,0.75,,1.72,,0.48,,2.17,,1.11,,1.71,,0.82,,1.26,,0.34,
SO58-X-13,SO58,Sample location delocated to a 10km square (see metadata),350000,280000,355000,285000,2,0,,33.53,,1.44,,7.72,,3.96,,2.51,,6.04,,2.07,,4.59,,2.32,,5.44,,1.33,,3.03,,3.61,,3.49,,2.79,,3.93,,0.84,
SO58-X-13,SO58,Sample location delocated to a 10km square (see metadata),350000,280000,355000,285000,4,0,,18.54,,0.85,,6.98,,1.93,,1.01,,4.74,,0.91,,2.42,,0.99,,2.58,,0.63,,2.63,,1.39,,1.57,,1.72,,1.75,,0.38,
SO65-X-10,SO65,Sample location delocated to a 10km square (see metadata),360000,250000,365000,255000,2,0,,31.19,,1.81,,7.95,,3.88,,3.68,,4.72,,2.48,,5.87,,3.09,,5.94,,1.79,,5.36,,3.64,,2.8,,4.14,,4.93,,0.97,
SO65-X-10,SO65,Sample location delocated to a 10km square (see metadata),360000,250000,365000,255000,3,0,,29.24,,1.59,,11.79,,4.17,,2.95,,7.79,,2.2,,5.82,,3.04,,6.37,,1.73,,7.3,,3.98,,3.98,,3.84,,4.68,,0.92,
SO65-X-10,SO65,Sample location delocated to a 10km square (see metadata),360000,250000,365000,255000,4,0,,26.76,,1.12,,8.73,,3.55,,2.27,,5.92,,1.6,,4.12,,2.07,,4.65,,1.18,,5.43,,3.16,,3.09,,2.76,,4.13,,0.72,
SO66-X-60,SO66,Sample location delocated to a 10km square (see metadata),360000,260000,365000,265000,2,0,,19.88,,0.95,,7.87,,2.7,,0.31,,6.31,,1.58,,3.18,,0.87,,3.65,,0.79,,4.32,,1.81,,2.15,,1.85,,2.19,,0.32,
SO66-X-60,SO66,Sample location delocated to a 10km square (see metadata),360000,260000,365000,265000,3,0,,18.46,,0.74,,7.43,,2.44,,0.46,,6.32,,1.29,,2.84,,0.77,,2.64,,0.6,,3.93,,1.4,,2.12,,1.55,,1.64,,0.3,
SO66-X-60,SO66,Sample location delocated to a 10km square (see metadata),360000,260000,365000,265000,4,0,,17.65,,0.69,,7.2,,1.99,,0.77,,5.22,,0.76,,2.28,,0.82,,2.8,,0.49,,3.39,,1.71,,1.68,,1.3,,1.78,,0.28,
SO66-X-60,SO66,Sample location delocated to a 10km square (see metadata),360000,260000,365000,265000,5,0,,25.55,,1.68,,12.41,,4.81,,2.3,,9.75,,1.7,,5.68,,2.53,,5.69,,1.37,,7.03,,3.94,,4.66,,3.2,,5.55,,0.93,
SO72-X-39,SO72,Sample location delocated to a 10km square (see metadata),370000,220000,375000,225000,1,1,,21.95,,1.54,,9.76,,3.42,,0.94,,7.17,,3,,4.31,,1.44,,4.43,,1.08,,5.77,,2.5,,3.85,,3.02,,3.71,,0.63,
SO72-X-93,SO72,Sample location delocated to a 10km square (see metadata),370000,220000,375000,225000,1,1,,29.56,,2.61,,10.02,,4.92,,2.37,,7.7,,3.16,,6.99,,3.32,,7.76,,1.88,,7.92,,4.87,,2.76,,4.49,,5.69,,0.87,
SO72-X-93,SO72,Sample location delocated to a 10km square (see metadata),370000,220000,375000,225000,2,1,,29.7,,3.37,,9.73,,5.6,,3.9,,8.59,,3.14,,7.69,,3.28,,7.62,,2.43,,6.2,,4.47,,4.01,,4.57,,6.44,,1.35,
SO79-X-07,SO79,Sample location delocated to a 10km square (see metadata),370000,290000,375000,295000,1,0,,13.62,,0.76,,7.5,,1.78,,0.96,,3.31,,1.1,,2.82,,0.98,,3.11,,0.61,,2.93,,1.95,,1.05,,1.65,,1.91,,0.33,
SO79-X-07,SO79,Sample location delocated to a 10km square (see metadata),370000,290000,375000,295000,2,0,,18.42,,0.91,,6.68,,2.58,,1.48,,3.16,,1.31,,3.4,,1.38,,3.77,,0.86,,3.72,,2.46,,1.5,,2.19,,2.58,,0.47,
SO79-X-07,SO79,Sample location delocated to a 10km square (see metadata),370000,290000,375000,295000,3,0,,13.44,,0.41,,6.01,,0.81,,0.8,,2.66,,0.67,,1.18,,0.49,,1.37,,0.37,,1.34,,0.84,,0.73,,0.86,,0.85,,0.24,
SO85-X-16,SO85,Sample location delocated to a 10km square (see metadata),380000,250000,385000,255000,2,1,,24.21,,0.87,,9.78,,2.24,,1.3,,7.73,,1.29,,3.06,,1.04,,3.24,,0.7,,3.74,,1.82,,1.76,,1.58,,2.21,,0.38,
SO85-X-16,SO85,Sample location delocated to a 10km square (see metadata),380000,250000,385000,255000,3,1,,27.2,,1.56,,10.4,,3.99,,1.13,,7.69,,2.02,,4.7,,1.43,,4.54,,1.22,,5.47,,2.79,,2.42,,2.38,,3.64,,0.49,
SP00-X-85,SP00,Sample location delocated to a 10km square (see metadata),400000,200000,405000,205000,2,4,,23.66,,0.64,,8.3,,2.32,,0.42,,5.42,,1.37,,2.86,,0.67,,3.29,,0.72,,6.32,,1.12,,2.54,,0.74,,1.84,,0.36,
SP00-X-85,SP00,Sample location delocated to a 10km square (see metadata),400000,200000,405000,205000,3,4,,32.88,,2.19,,10.92,,4.69,,1.21,,8.75,,2.38,,5.95,,2.07,,7.13,,1.46,,10.28,,3.37,,3.53,,1.65,,4.87,,0.85,
SP00-X-85,SP00,Sample location delocated to a 10km square (see metadata),400000,200000,405000,205000,4,4,,30.67,,1.11,,6.32,,3.92,,0.79,,5.92,,1.13,,4.96,,1.42,,6.14,,1.25,,7.24,,2.28,,1.61,,1.06,,4.11,,0.6,
SP17-X-63,SP17,Sample location delocated to a 10km square (see metadata),410000,270000,415000,275000,1,0,,31.37,,1.68,,7.97,,4.3,,3.23,,5.35,,2.84,,5.43,,2.75,,5.73,,1.67,,6.4,,3.43,,3.55,,3.47,,4.82,,1.07,
SP17-X-63,SP17,Sample location delocated to a 10km square (see metadata),410000,270000,415000,275000,2,0,,17.34,,1.04,,4.79,,2.15,,0.84,,2.44,,1.51,,2.58,,1.05,,3.33,,0.76,,3.23,,1.86,,1,,2.08,,2.29,,0.39,
SP17-X-63,SP17,Sample location delocated to a 10km square (see metadata),410000,270000,415000,275000,3,0,,30.47,,1.87,,6.83,,4.43,,2.79,,4.51,,2.41,,5.54,,3.04,,5.73,,1.76,,5.73,,3.76,,3.8,,4.19,,5.11,,1.28,
SP17-X-63,SP17,Sample location delocated to a 10km square (see metadata),410000,270000,415000,275000,4,0,,18.27,,1.17,,7.24,,2.56,,0.97,,4.97,,1.39,,3.46,,1.19,,3.85,,0.73,,3.49,,2.32,,1.39,,1.9,,2.32,,0.43,
SP25-X-38,SP25,Sample location delocated to a 10km square (see metadata),420000,250000,425000,255000,3,1,,12.76,,0.45,,6.08,,1.44,,0.75,,4.81,,0.62,,1.67,,0.6,,1.81,,0.36,,2.81,,0.91,,1.41,,1.09,,1.16,,0.25,
SP25-X-38,SP25,Sample location delocated to a 10km square (see metadata),420000,250000,425000,255000,2,0,,13.6,,0.97,,7.76,,2.11,,0.7,,5.38,,1.18,,2.73,,0.87,,2.88,,0.58,,3.72,,1.56,,1.5,,1.46,,2.29,,0.35,
SP25-X-38,SP25,Sample location delocated to a 10km square (see metadata),420000,250000,425000,255000,4,1,,17.22,,1.57,,7.54,,3.15,,1.64,,6.62,,1.68,,4.15,,1.79,,4.25,,1,,4.6,,2.64,,2,,2.44,,3.65,,0.47,
SP29-X-46,SP29,Sample location delocated to a 10km square (see metadata),420000,290000,425000,295000,1,0,,16,,0.82,,5.93,,1.66,,0.92,,3.49,,0.95,,2.18,,0.94,,2.5,,0.58,,2.5,,1.65,,1.07,,1.16,,1.98,,0.33,
SP29-X-46,SP29,Sample location delocated to a 10km square (see metadata),420000,290000,425000,295000,3,0,,29.5,,1.73,,7.45,,3.92,,2.74,,4.71,,1.7,,4.61,,2.44,,5.55,,1.5,,5.07,,3.48,,2.8,,2.4,,4.65,,1.05,
SP42-X-16,SP42,Sample location delocated to a 10km square (see metadata),440000,220000,445000,225000,4,1,,24.11,,1.43,,9.91,,3.8,,0.71,,7.71,,2.18,,4.62,,1.56,,4.68,,1.19,,5.72,,2.43,,2.57,,1.67,,3.6,,0.6,
SP42-X-16,SP42,Sample location delocated to a 10km square (see metadata),440000,220000,445000,225000,5,0,,30.65,,2.46,,12.51,,5.58,,3.11,,8.58,,2.97,,7.12,,3.02,,7.39,,1.81,,7.01,,4.4,,3.56,,3.79,,5.81,,0.98,
SP42-X-16,SP42,Sample location delocated to a 10km square (see metadata),440000,220000,445000,225000,6,2,,37.82,,1.54,,12.32,,4.02,,1.32,,9.53,,3.97,,5.1,,1.8,,5.78,,1.73,,10.01,,2.54,,4.7,,2.58,,4.65,,0.81,
SP44-X-45,SP44,Sample location delocated to a 10km square (see metadata),440000,240000,445000,245000,1,0,,42.13,,2.77,,12.19,,5.89,,3.86,,8.68,,3.84,,6.95,,3.1,,8.03,,2.13,,8.6,,4.89,,3.47,,4.87,,6.32,,1.01,
SP44-X-45,SP44,Sample location delocated to a 10km square (see metadata),440000,240000,445000,245000,2,0,,37.4,,2.75,,10.11,,6.53,,3.35,,7.72,,3.56,,7.39,,3.23,,7.42,,2.06,,6.69,,4.54,,3.15,,4.3,,5.82,,1.1,
SP44-X-45,SP44,Sample location delocated to a 10km square (see metadata),440000,240000,445000,245000,3,0,,27.27,,1,,10.43,,3.41,,1.8,,9.67,,1.5,,3.79,,1.51,,4.37,,1.04,,5.42,,1.9,,4,,1.8,,2.6,,0.47,
SP44-X-45,SP44,Sample location delocated to a 10km square (see metadata),440000,240000,445000,245000,4,0,,38.91,,2.55,,10.28,,6.16,,2.44,,6.63,,3.91,,8.22,,3.32,,8.6,,1.95,,9.12,,4.92,,2.87,,5.59,,7,,0.94,
SP50-X-72,SP50,Sample location delocated to a 10km square (see metadata),450000,200000,455000,205000,2,0,,28.03,,1.46,,8.46,,3.14,,1.88,,4.69,,2,,4.84,,2.3,,4.96,,1.13,,4.56,,3.21,,2.26,,2.05,,4.38,,0.8,
SP62-X-33,SP62,Sample location delocated to a 10km square (see metadata),460000,220000,465000,225000,1,1,,23.45,,1.85,,2.46,,2.78,,1.16,,1.74,,2.29,,5.07,,1.66,,4.6,,1,,3.16,,2.99,,1.26,,3.28,,3.68,,0.48,
