date,delocated_monad,10km_location,location_qualifier,easting_sw_delocated,northing_sw_delocated,easting_centroid_delocated,northing_centroid_delocated,plot_number,plot_option_number,sampling_point,vertical_channels,casts,middens,middens_qualifier,earthworm_num_5min,earthworm_num_5min_qualifier,earthworm_additional,earthworm_additional_qualifier,soil_temperature,soil_temperature_qualifier,vess,reason_no_VESS,tillage_pan,tillage_pan_qualifier,layer_depth_1,layer_depth_1_qualifier,vess_score_1,vess_score_1_qualifier,layer_depth_2,layer_depth_2_qualifier,vess_score_2,vess_score_2_qualifier,layer_depth_3,layer_depth_3_qualifier,vess_score_3,vess_score_3_qualifier,layer_depth_4,layer_depth_4_qualifier,vess_score_4,vess_score_4_qualifier,layer_depth_5,layer_depth_5_qualifier,vess_score_5,vess_score_5_qualifier,vess_total_depth,vess_total_depth_qualifier,vess_block_score,vess_block_score_qualifier,sampleZ,core_tip_Z,core_tip_ABC,litter_thickness,litter_thickness_qualifier,sample_ABC_hole_depth,sample_ABC_hole_depth_qualifier,depth_to_rock_ABC,depth_to_rock_ABC_qualifier,core_extraction_method_ABC,sampleA,reason_no_A,sampleB,reason_no_B,sampleC,reason_no_C,kew_corer,kew_rA,reason_no_rA,kew_rB,reason_no_rB,sampleM,core_tip_M,sample_M_hole_depth,sample_M_hole_depth_qualifier,depth_to_rock_M,depth_to_rock_M_qualifier,core_extraction_method_M,peat_present,peat_depth,peat_depth_qualifier,bottom_reached,probe,probe_length,probe_length_qualifier,depth_resolution,depth_resolution_qualifier
25/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,3,98,28,no,no,0,,0,,7,,8.5,,yes,NA,2,,30,,4,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4,,yes,serrated,serrated,5,,38,,,NULL,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,no,stones,yes,serrated,18,,18,,turn and lift,yes,21,,yes,Hisco,,NULL,1,
25/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,3,98,59,no,no,0,,0,,0,,8.5,,yes,NA,,NULL,20,,4.5,,30,,1,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.3,,yes,serrated,serrated,0,,48,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - stones,yes,serrated,19,,19,,turn and lift,yes,10,,yes,Hisco,,NULL,1,
25/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,3,98,46,no,no,0,,0,,0,,8.3,,yes,NA,,NULL,25,,3.5,,30,,1.5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.2,,yes,serrated,serrated,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,17,,17,,turn and lift,yes,26,,yes,Hisco,,NULL,1,
25/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,5,87,11,no,no,0,,0,,0,,8.3,,yes,NA,2,,28,,4.5,,30,,1,,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.3,,yes,serrated,serrated,4,,47,,,NA,dig and tip,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - stones,yes,serrated,18,,18,,turn and lift,yes,30,,yes,Hisco,,NULL,1,
25/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,5,87,28,no,no,0,,0,,0,,8.4,,yes,NA,2,,30,,4.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.5,,yes,serrated,serrated,0,,46,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - stones,yes,repacked (no tip),20,,20,,turn and lift,yes,30,,yes,Hisco,,NULL,1,
25/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,5,87,59,no,no,0,,0,,0,,8.3,,yes,NA,,NULL,19,,4.5,,30,,1,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.2,,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,no,hit rock,yes,serrated,18,,18,,turn and lift,yes,23,,yes,Hisco,,NULL,1,
25/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,5,87,46,no,no,0,,0,,0,,8.1,,yes,NA,,NULL,20,,3.5,,30,,1,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.7,,yes,serrated,serrated,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,no,hit rock,yes,serrated,18,,18,,turn and lift,yes,20,,yes,Hisco,,NULL,1,
26/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,2,97,11,no,no,0,,0,,0,,8.3,,yes,NA,,NULL,30,,4.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.5,,yes,serrated,serrated,1,,46,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,20,,20,,turn and lift,yes,25,,yes,Hisco,,NULL,1,
26/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,2,97,28,no,no,0,,0,,0,,8,,yes,NA,,NULL,30,,4.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.5,,yes,serrated,serrated,1,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NULL,yes,NA,yes,serrated,18,,18,,turn and lift,yes,29,,yes,Hisco,,NULL,1,
26/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,2,97,59,no,no,0,,0,,0,,7.8,,yes,NA,2,,30,,5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,5,,yes,serrated,serrated,0,,48,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,21,,21,,turn and lift,yes,54,,yes,Hisco,,NULL,1,
26/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,2,97,46,no,no,0,,0,,0,,8,,yes,NA,2,,30,,4.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.5,,yes,serrated,serrated,,NULL,46,,,NA,dig and tip,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - too wet,yes,normal,18,,18,,turn and lift,yes,49,,yes,Hisco,,NULL,1,
27/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,1,85,11,no,no,0,,0,,0,,8.3,,yes,NA,,NULL,30,,4.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.5,,yes,serrated,serrated,2,,48,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,partial - stones,no,stones,yes,serrated,18,,18,,turn and lift,yes,31,,yes,Hisco,,NULL,1,
27/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,1,85,28,no,no,0,,0,,0,,8.3,,yes,NA,,NULL,18,,4.5,,30,,1.5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.3,,yes,serrated,serrated,2,,46,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,partial - thick root mat,no,thick root mat,yes,serrated,20,,20,,turn and lift,yes,15,,yes,Hisco,,NULL,1,
27/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,1,85,59,no,no,0,,0,,0,,8.4,,yes,NA,,NULL,20,,4.5,,30,,1.5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.5,,yes,serrated,serrated,5,,45,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,partial - stones,no,stones,yes,serrated,18,,18,,turn and lift,yes,24,,yes,Hisco,,NULL,1,
27/10/2023,NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,1,85,46,no,no,0,,0,,0,,8.4,,yes,NA,2,,20,,4.5,,30,,1,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.3,,yes,serrated,serrated,5,,46,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - stones,yes,serrated,21,,21,,turn and lift,yes,19,,yes,Hisco,,NULL,1,
14/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,1,85,11,no,no,0,,0,,0,,7.8,,yes,NA,,NULL,15,,3,,30,,4,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.5,,yes,serrated,serrated,5,,40,,,NA,turn and lift,yes,NA,yes,NA,no,too_hard,small corer,yes,NA,no,hit rock,yes,serrated,,NULL,,NA,turn and lift,yes,17,,yes,Hisco,,NULL,1,
14/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,1,85,28,no,no,0,,0,,0,,7.6,,yes,NA,,NULL,15,,2.5,,28,,3.5,,,NA,,NA,,NA,,NA,,NA,,NA,28,,3,,yes,serrated,catcher,2,,42,,,NA,dig and tip,yes,NA,yes,NA,yes,NA,small corer,yes,partial - hit rock,no,hit rock,yes,serrated,20,,,NA,turn and lift,yes,17,,yes,Hisco,,NULL,1,
15/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,2,86,11,no,no,0,,0,,0,,8,,no,Rock,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,yes,serrated,serrated,0,,45,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,21,,21,,turn and lift,yes,31,,yes,Hisco,,NULL,1,
14/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,1,85,59,no,no,0,,0,,0,,7.8,,yes,NA,2,,9,,3,,30,,4,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.7,,yes,serrated,serrated,1,,30,,,NULL,turn and lift,yes,NA,no,too_hard,no,too_hard,small corer,yes,partial - hit rock,no,hit rock,yes,serrated,21,,21,,turn and lift,yes,12,,yes,Hisco,,NULL,1,
14/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,1,85,46,no,no,0,,0,,0,,7.6,,yes,NA,,NULL,9,,3,,21,,4,,30,,4.5,,,NA,,NA,,NA,,NA,30,,3.9,,yes,serrated,serrated,1,,40,,,NA,dig and tip,yes,NA,yes,NA,yes,NA,small corer,yes,partial - hit rock,yes,NA,yes,serrated,23,,,NA,turn and lift,yes,33,,yes,Hisco,,NULL,1,
15/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,2,86,46,no,no,0,,0,,0,,7.8,,yes,NA,2,,8,,4,,12,,4.5,,28,,5,,,NA,,NA,,NA,,NA,28,,4.6,,yes,serrated,serrated,1,,20,,,NULL,turn and lift,yes,NA,no,too_hard,no,too_hard,small corer,yes,NA,yes,partial - hit rock,yes,serrated,18,,,NA,turn and lift,yes,19,,yes,Hisco,,NULL,1,
15/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,2,86,28,no,no,0,,0,,0,,7.9,,yes,NA,2,,12,,4,,25,,4.5,,30,,5,,,NA,,NA,,NA,,NA,30,,4.4,,yes,serrated,serrated,0,,28,,,NULL,turn and lift,yes,NA,no,too_hard,no,too_hard,small corer,yes,partial - hit rock,no,hit rock,yes,serrated,27,,,NA,turn and lift,yes,20,,yes,Hisco,,NULL,1,
15/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,2,86,59,no,no,0,,0,,0,,7.9,,yes,NA,2,,10,,4,,25,,4.5,,30,,5,,,NA,,NA,,NA,,NA,30,,4.4,,yes,serrated,serrated,0,,22,,,NULL,turn and lift,yes,NA,no,too_hard,no,too_hard,small corer,yes,partial - hit rock,yes,partial - hit rock,yes,serrated,27,,,NA,turn and lift,yes,19,,yes,Hisco,,NULL,1,
16/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,4,85,11,no,no,0,,0,,0,,7.7,,yes,NA,2,,8,,2.5,,12,,3,,20,,2.5,,,NA,,NA,,NA,,NA,20,,2.6,,yes,serrated,serrated,0,,46,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,partial - thick root mat,yes,NA,yes,serrated,20,,20,,turn and lift,yes,29,,yes,Hisco,,NULL,1,
16/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,4,85,28,no,no,0,,0,,0,,7.7,,yes,NA,,NULL,8,,2,,23,,2.5,,30,,3,,,NA,,NA,,NA,,NA,30,,2.5,,yes,serrated,serrated,0,,50,,,NA,dig and tip,yes,NA,yes,NA,yes,NA,small corer,yes,partial - too wet,yes,NA,yes,serrated,20,,,NA,dig and tip,yes,25,,yes,Hisco,,NULL,1,
16/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,4,85,59,no,no,0,,0,,0,,7.7,,yes,NA,2,,10,,2.5,,22,,2,,30,,3,,,NA,,NA,,NA,,NA,30,,2.4,,yes,serrated,serrated,0,,49,,,NA,dig and tip,yes,NA,yes,NA,yes,NA,small corer,yes,partial - too wet,yes,partial - too wet,yes,serrated,20,,,NA,dig and tip,yes,32,,yes,Hisco,,NULL,1,
16/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,4,85,46,no,no,0,,0,,0,,7.8,,yes,NA,2,,15,,2,,21,,3,,30,,2.5,,,NA,,NA,,NA,,NA,30,,2.4,,yes,serrated,serrated,0,,46,,,NA,dig and tip,yes,NA,yes,NA,yes,NA,small corer,yes,partial - too wet,yes,NA,yes,serrated,22,,,NA,dig and tip,yes,40,,yes,Hisco,,NULL,1,
17/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,5,85,11,no,no,0,,2,,0,,7.4,,yes,NA,2,,12,,3.5,,30,,2.5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.9,,yes,serrated,serrated,0,,46,,,NA,dig and tip,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - hit rock,yes,serrated,16,,16,,dig and tip,no,,NA,NA,NA,,NA,1,
17/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,5,85,46,no,no,0,,1,,0,,7.1,,yes,NA,2,,30,,3.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.5,,yes,serrated,serrated,1,,40,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - hit rock,yes,serrated,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
17/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,5,85,28,no,no,0,,1,,0,,7.5,,yes,NA,2,,10,,2.5,,22,,3,,30,,4,,,NA,,NA,,NA,,NA,30,,3.1,,yes,serrated,serrated,1,,47,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,partial - too wet,yes,partial - hit rock,yes,serrated,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
17/11/2023,NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,5,85,59,no,no,0,,0,,0,,7.3,,yes,NA,2,,12,,3.5,,30,,3,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.2,,yes,serrated,serrated,0,,44,,,NA,dig and tip,yes,NA,yes,NA,yes,NA,small corer,yes,partial - too wet,yes,NA,yes,serrated,18,,18,,dig and tip,no,,NA,NA,NA,,NA,1,
19/03/2024,NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,2,85,11,no,no,0,,3,,0,,8.4,,yes,NA,,NULL,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,2,,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
19/03/2024,NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,2,85,28,no,no,0,,2,,0,,8.3,,yes,NA,,NULL,30,,1.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,1.5,,yes,serrated,serrated,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,19,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
19/03/2024,NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,2,85,59,no,no,0,,2,,0,,8.3,,yes,NA,,NULL,30,,1.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,1.5,,yes,serrated,normal,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,19,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
19/03/2024,NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,2,85,46,no,no,0,,8,,0,,8.3,,yes,NA,,NULL,30,,1.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,1.5,,yes,serrated,normal,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,18,,18,,turn and lift,no,,NA,NA,NA,,NA,1,
20/03/2024,NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,4,85,11,no,no,0,,2,,0,,7.6,,yes,NA,,NULL,25,,4,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.7,,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,partial - too wet,yes,NA,yes,serrated,18,,18,,turn and lift,no,,NA,NA,NA,,NA,1,
20/03/2024,NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,4,85,28,no,no,0,,2,,0,,7.6,,yes,NA,,NULL,26,,4,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.7,,yes,normal,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,partial - too wet,yes,partial - too wet,yes,serrated,19,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
20/03/2024,NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,4,85,59,no,no,0,,15,,0,,7.8,,yes,NA,,NULL,30,,4,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4,,yes,serrated,serrated,0,,42,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,partial - too wet,yes,NA,yes,serrated,18,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
20/03/2024,NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,4,85,46,no,no,0,,12,,0,,7.9,,yes,NA,,NULL,30,,4,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4,,yes,serrated,serrated,0,,41,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,partial - too wet,yes,NA,yes,serrated,19,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
21/03/2024,NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,1,97,59,no,no,0,,9,,0,,7.6,,yes,NA,,NULL,26,,4,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.7,,yes,serrated,serrated,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,20,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
21/03/2024,NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,1,97,11,no,no,0,,1,,0,,7.6,,yes,NA,,NULL,26,,4,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.7,,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,partial - too wet,yes,partial - too wet,yes,serrated,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
21/03/2024,NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,1,97,28,no,no,0,,5,,0,,7.6,,yes,NA,,NULL,26,,4,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.7,,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NULL,yes,NA,yes,serrated,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
21/03/2024,NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,1,97,46,no,no,0,,5,,0,,7.6,,yes,NA,,NULL,27,,4,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.8,,yes,serrated,serrated,0,,42,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,partial - too wet,yes,partial - too wet,yes,serrated,19,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
07/06/2023,NZ15-X-39,NZ15,Sample location delocated to a 10km square (see metadata),410000,550000,415000,555000,2,86,11,no,no,0,,2,,0,,14.8,,yes,NA,2,,25,,2,,30,,3,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.2,,yes,normal,normal,0,,45.5,,45.5,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,18.5,,18.5,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
07/06/2023,NZ15-X-39,NZ15,Sample location delocated to a 10km square (see metadata),410000,550000,415000,555000,2,86,28,yes,yes,2,,12,,1,,15.2,,yes,NA,2,,10,,1.5,,20,,2,,30,,3,,,NA,,NA,,NA,,NA,30,,2.2,,yes,normal,normal,0,,46,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,18.5,,18.5,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
07/06/2023,NZ15-X-39,NZ15,Sample location delocated to a 10km square (see metadata),410000,550000,415000,555000,2,86,59,no,yes,1,,8,,16,,15.1,,yes,NA,2,,10,,1.5,,25,,2,,30,,3,,,NA,,NA,,NA,,NA,30,,2,,yes,normal,normal,0,,45.5,,45.5,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,18.5,,18.5,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
07/06/2023,NZ15-X-39,NZ15,Sample location delocated to a 10km square (see metadata),410000,550000,415000,555000,2,86,46,no,no,4,,9,,3,,15.2,,yes,NA,2,,10,,1.5,,20,,2,,30,,3,,,NA,,NA,,NA,,NA,30,,2.2,,yes,normal,normal,0,,44.5,,44.5,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,18.5,,18.5,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
22/05/2023,NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,2,85,11,no,no,0,,0,,0,,16.1,,yes,NA,2,,30,,1,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,1,,yes,normal,normal,2,,41,,41,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,17,,17,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
22/05/2023,NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,2,85,28,no,no,0,,0,,0,,14.8,,yes,NA,2,,30,,1,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,1,,yes,normal,normal,2,,42,,42,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,18,,18,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
22/05/2023,NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,2,85,59,no,no,0,,4,,0,,15.7,,yes,NA,2,,30,,1,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,1,,yes,normal,normal,2,,44,,44,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,17,,17,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
22/05/2023,NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,2,85,46,no,no,0,,0,,0,,15.6,,yes,NA,2,,30,,1,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,1,,yes,normal,normal,3,,47,,47,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,17,,17,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
23/05/2023,NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,4,127,59,yes,yes,0,,9,,6,,10.6,,yes,NA,2,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,2,,yes,normal,normal,0,,44,,44,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,17,,17,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
23/05/2023,NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,4,127,46,yes,yes,0,,6,,8,,10.2,,yes,NA,2,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,2,,yes,normal,normal,0,,44,,44,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,18,,18,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
23/05/2023,NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,4,127,11,yes,yes,0,,9,,9,,10.2,,yes,NA,2,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,2,,yes,normal,normal,0,,45,,45,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,16,,16,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
23/05/2023,NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,4,127,28,yes,yes,0,,10,,18,,10.4,,yes,NA,2,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,2,,yes,normal,normal,0,,44,,44,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,18,,18,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
23/05/2023,NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,1,85,11,no,no,0,,7,,5,,16.2,,yes,NA,2,,30,,1,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,1,,yes,normal,normal,0,,46,,46,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,18,,18,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
