date,delocated_monad,10km_location,location_qualifier,easting_sw_delocated,northing_sw_delocated,easting_centroid_delocated,northing_centroid_delocated,plot_number,plot_option_number,sampling_point,vertical_channels,casts,middens,middens_qualifier,earthworm_num_5min,earthworm_num_5min_qualifier,earthworm_additional,earthworm_additional_qualifier,soil_temperature,soil_temperature_qualifier,vess,reason_no_VESS,tillage_pan,tillage_pan_qualifier,layer_depth_1,layer_depth_1_qualifier,vess_score_1,vess_score_1_qualifier,layer_depth_2,layer_depth_2_qualifier,vess_score_2,vess_score_2_qualifier,layer_depth_3,layer_depth_3_qualifier,vess_score_3,vess_score_3_qualifier,layer_depth_4,layer_depth_4_qualifier,vess_score_4,vess_score_4_qualifier,layer_depth_5,layer_depth_5_qualifier,vess_score_5,vess_score_5_qualifier,vess_total_depth,vess_total_depth_qualifier,vess_block_score,vess_block_score_qualifier,sampleZ,core_tip_Z,core_tip_ABC,litter_thickness,litter_thickness_qualifier,sample_ABC_hole_depth,sample_ABC_hole_depth_qualifier,depth_to_rock_ABC,depth_to_rock_ABC_qualifier,core_extraction_method_ABC,sampleA,reason_no_A,sampleB,reason_no_B,sampleC,reason_no_C,kew_corer,kew_rA,reason_no_rA,kew_rB,reason_no_rB,sampleM,core_tip_M,sample_M_hole_depth,sample_M_hole_depth_qualifier,depth_to_rock_M,depth_to_rock_M_qualifier,core_extraction_method_M,peat_present,peat_depth,peat_depth_qualifier,bottom_reached,probe,probe_length,probe_length_qualifier,depth_resolution,depth_resolution_qualifier
01/06/2023,NT94-X-59,NT94,Sample location delocated to a 10km square (see metadata),390000,640000,395000,645000,3,85,59,no,no,0,,0,,0,,15.5,,yes,NA,1,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,2,,yes,normal,normal,0,,45.5,,45.5,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,19.5,,19.5,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
01/06/2023,NT94-X-59,NT94,Sample location delocated to a 10km square (see metadata),390000,640000,395000,645000,3,85,46,no,no,0,,2,,0,,15.2,,yes,NA,1,,30,,3,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,3,,yes,normal,normal,0,,45,,45,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,18,,18,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
01/06/2023,NT94-X-59,NT94,Sample location delocated to a 10km square (see metadata),390000,640000,395000,645000,1,85,11,no,no,0,,0,,0,,14.9,,yes,NA,1,,30,,2.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.5,,yes,normal,normal,0,,45,,45,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,19,,19,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
01/06/2023,NT94-X-59,NT94,Sample location delocated to a 10km square (see metadata),390000,640000,395000,645000,1,85,28,no,no,0,,0,,0,,15.1,,yes,NA,1,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,2,,yes,normal,normal,0,,45,,45,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,no,hit rock,yes,normal,19,,19,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
01/06/2023,NT94-X-59,NT94,Sample location delocated to a 10km square (see metadata),390000,640000,395000,645000,1,85,59,no,no,0,,0,,0,,14.9,,yes,NA,2,,30,,1.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,1.5,,yes,normal,normal,0,,43.5,,43.5,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,19,,19,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
01/06/2023,NT94-X-59,NT94,Sample location delocated to a 10km square (see metadata),390000,640000,395000,645000,1,85,46,no,no,0,,0,,0,,14.8,,yes,NA,1,,20,,2,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,20,,2,,yes,normal,normal,0,,46,,46,,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,20,,20,,turn and lift,NULL,,NULL,NULL,NULL,,NULL,,NULL
26/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,2,72,11,yes,no,0,,5,,0,,5.6,,yes,NA,3,,30,,4,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4,,yes,serrated,serrated,0,,45,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,20,,20,,turn and lift,no,,NA,NA,NA,,NA,1,
26/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,2,72,28,no,no,0,,2,,1,,5.7,,yes,NA,3,,30,,4,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4,,yes,serrated,serrated,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - NULL,yes,serrated,19,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
26/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,2,72,59,yes,no,0,,0,,0,,5.7,,yes,NA,3,,30,,4,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4,,yes,serrated,serrated,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,19,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
26/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,2,72,46,no,no,0,,2,,0,,5.6,,yes,NA,3,,30,,4.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.5,,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,17,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
27/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,3,19,11,yes,yes,2,,4,,2,,3.7,,yes,NA,2,,19,,3,,30,,3.5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.2,,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - stones,yes,serrated,20,,20,,turn and lift,no,,NA,NA,NA,,NA,1,
27/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,3,19,28,yes,yes,0,,1,,1,,4.2,,yes,NA,2,,12,,3.5,,30,,4,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.8,,yes,serrated,serrated,0,,40,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,no,stones,yes,serrated,19,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
27/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,3,19,59,no,yes,2,,0,,0,,5.8,,yes,NA,2,,30,,3.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.5,,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
27/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,3,19,46,no,no,0,,24,,0,,4.7,,yes,NA,3,,6,,2,,21,,2.5,,30,,3.5,,,NA,,NA,,NA,,NA,30,,2.7,,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,19,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
27/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,4,85,11,yes,no,0,,6,,0,,4.1,,yes,NA,,NULL,16,,4,,30,,5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.5,,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,20,,20,,turn and lift,no,,NA,NA,NA,,NA,1,
27/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,4,85,28,no,no,0,,7,,0,,4.1,,yes,NA,3,,11,,4,,30,,5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.6,,yes,serrated,serrated,0,,41,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,19,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
27/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,4,85,59,no,no,0,,8,,1,,4.9,,yes,NA,,NULL,12,,3.5,,30,,5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.4,,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,18,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
27/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,4,85,46,no,no,0,,6,,1,,4.9,,yes,NA,3,,7,,4,,30,,5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.8,,yes,serrated,serrated,0,,42,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,20,,20,,turn and lift,no,,NA,NA,NA,,NA,1,
28/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,1,85,11,yes,yes,0,,2,,0,,3.7,,yes,NA,1,,30,,4.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.5,,yes,serrated,serrated,0,,42,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
28/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,1,85,28,no,no,0,,5,,0,,4,,yes,NA,3,,30,,4,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4,,yes,serrated,serrated,0,,41,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,19,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
28/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,1,85,59,no,no,0,,1,,1,,4,,yes,NA,1,,10,,4,,30,,4.5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.3,,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,19,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
28/02/2024,NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,1,85,46,no,no,0,,2,,2,,4.3,,yes,NA,3,,30,,4.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4.5,,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,serrated,19,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
04/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,3,85,11,no,no,0,,4,,0,,5.7,,no,Too rocky,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,yes,serrated,serrated,0,,43,,,NA,turn and lift,yes,NA,yes,NA,no,big_stones,small corer,yes,partial - hit rock,no,hit rock,yes,normal,18,,18,,turn and lift,no,,NA,NA,NA,,NA,1,
04/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,3,85,28,no,no,0,,8,,0,,5.7,,yes,NA,,NULL,20,,3,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.7,,yes,normal,normal,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,18,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
04/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,3,85,59,no,no,0,,3,,0,,5.6,,yes,NA,,NULL,20,,3,,30,,2.5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.8,,yes,normal,normal,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,21,,21,,turn and lift,no,,NA,NA,NA,,NA,1,
04/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,3,85,46,no,no,0,,4,,0,,5.4,,yes,NA,,NULL,15,,3,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.5,,yes,normal,normal,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,17,,17,,turn and lift,no,,NA,NA,NA,,NA,1,
05/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,4,84,11,no,no,0,,2,,0,,6.3,,yes,NA,,NULL,15,,3.5,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.8,,yes,normal,normal,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,20,,20,,turn and lift,no,,NA,NA,NA,,NA,1,
05/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,4,84,28,no,no,0,,2,,0,,6.2,,yes,NA,,NULL,10,,2.5,,25,,3.5,,30,,2,,,NA,,NA,,NA,,NA,30,,2.9,,yes,normal,normal,0,,45,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,20,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
05/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,4,84,46,no,no,0,,2,,0,,6.4,,yes,NA,,NULL,20,,3.5,,30,,2.5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.2,,yes,normal,normal,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,20,,20,,turn and lift,no,,NA,NA,NA,,NA,1,
05/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,4,84,59,no,no,0,,8,,0,,6.5,,yes,NA,,NULL,25,,3,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.8,,yes,normal,normal,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - hit rock,yes,normal,17,,17,,turn and lift,no,,NA,NA,NA,,NA,1,
05/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,1,85,11,no,no,0,,5,,0,,6.4,,yes,NA,,NULL,20,,2.5,,30,,2,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.3,,yes,normal,normal,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - hit rock,yes,normal,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
05/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,1,85,28,no,no,0,,9,,0,,6.4,,yes,NA,,NULL,25,,2.5,,30,,1.5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.3,,yes,normal,normal,0,,35,,34,,turn and lift,yes,NA,yes,NA,no,big_stones,small corer,yes,NA,yes,partial - hit rock,yes,normal,18,,18,,turn and lift,no,,NA,NA,NA,,NA,1,
05/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,1,85,46,no,no,0,,9,,0,,6.4,,no,"Too rocky, no room in plot",,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,yes,normal,normal,0,,42,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,repacked (no tip),yes,partial - hit rock,no,hit rock,yes,normal,18,,18,,turn and lift,no,,NA,NA,NA,,NA,1,
05/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,1,85,59,no,no,,NULL,12,,0,,6.5,,yes,NA,,NULL,20,,3,,30,,2.5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.8,,yes,normal,normal,0,,42,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,repacked (no tip),yes,NA,yes,NA,yes,normal,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
06/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,2,85,11,no,no,0,,5,,0,,6.2,,yes,NA,,NULL,12,,3.5,,30,,2.5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.9,,yes,normal,normal,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,18,,18,,turn and lift,no,,NA,NA,NA,,NA,1,
06/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,2,85,28,no,no,0,,1,,0,,5.7,,yes,NA,,NULL,30,,4,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,4,,yes,normal,normal,0,,43,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - too wet,yes,normal,18,,18,,turn and lift,no,,NA,NA,NA,,NA,1,
06/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,2,85,48,yes,no,0,,10,,1,,5.7,,yes,NA,,NULL,30,,3.5,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.5,,yes,normal,normal,0,,44,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - hit rock,yes,normal,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
06/03/2024,NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,2,85,59,no,no,0,,7,,0,,5.6,,yes,NA,,NULL,10,,3.5,,30,,3,,,NA,,NA,,NA,,NA,,NA,,NA,30,,3.2,,yes,normal,normal,0,,41,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,17,,17,,turn and lift,no,,NA,NA,NA,,NA,1,
07/02/2024,NY22-X-66,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,4,55,11,yes,yes,0,,11,,9,,5.4,,yes,NA,2,,5,,2,,30,,3,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.8,,yes,normal,normal,0,,46,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,no,NULL,yes,normal,18,,18,,turn and lift,no,,NA,NA,NA,,NA,1,
07/02/2024,NY22-X-66,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,4,55,28,no,yes,0,,10,,1,,5.4,,yes,NA,2,,6,,2,,30,,2.5,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.4,,yes,normal,normal,0,,46,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
07/02/2024,NY22-X-66,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,4,55,59,no,yes,,NULL,17,,1,,4.9,,yes,NA,2,,5,,2,,30,,3,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.8,,yes,normal,normal,0,,46,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,NA,yes,normal,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
07/02/2024,NY22-X-66,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,4,55,46,yes,yes,0,,13,,5,,4.9,,yes,NA,,NULL,5,,2,,30,,3,,,NA,,NA,,NA,,NA,,NA,,NA,30,,2.8,,yes,normal,normal,0,,45,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,NA,yes,partial - stones,yes,normal,18,,,NA,turn and lift,no,,NA,NA,NA,,NA,1,
07/02/2024,NY22-X-66,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,2,84,11,yes,yes,0,,12,,6,,4.7,,yes,NA,2,,2,,2,,9,,3,,30,,2.5,,,NA,,NA,,NA,,NA,30,,2.6,,yes,normal,normal,0,,47,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,partial - stones,no,stones,yes,normal,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
07/02/2024,NY22-X-66,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,2,84,28,yes,yes,0,,16,,3,,4.7,,yes,NA,2,,2,,2,,7.3,,3,,30,,3.5,,,NA,,NA,,NA,,NA,30,,3.3,,yes,normal,normal,0,,46,,,NA,turn and lift,yes,NA,yes,NA,yes,NA,small corer,yes,partial - stones,no,stones,yes,normal,19,,19,,turn and lift,no,,NA,NA,NA,,NA,1,
