delocated_monad,10km_location,location_qualifier,easting_sw_delocated,northing_sw_delocated,easting_centroid_delocated,northing_centroid_delocated,plot_number,fizz_test,fizz_test_qualifier,soil_moisture_content,soil_moisture_content_qualifier,ACYC_SIR,ACYC_SIR_qualifier,AKGA_SIR,AKGA_SIR_qualifier,ARA_SIR,ARA_SIR_qualifier,ARG_SIR,ARG_SIR_qualifier,CIT_SIR,CIT_SIR_qualifier,CYS_SIR,CYS_SIR_qualifier,FRU_SIR,FRU_SIR_qualifier,GABA_SIR,GABA_SIR_qualifier,GLU_SIR,GLU_SIR_qualifier,LYS_SIR,LYS_SIR_qualifier,MAL_SIR,MAL_SIR_qualifier,NAGA_SIR,NAGA_SIR_qualifier,OXA_SIR,OXA_SIR_qualifier,PRO_SIR,PRO_SIR_qualifier,TRE_SIR,TRE_SIR_qualifier
SK06-X-62,SK06,Sample location delocated to a 10km square (see metadata),400000,360000,405000,365000,4,0,,34.98,,0.29,,3.29,,2.1,,1.16,,1.46,,1.64,,3.36,,1.24,,4.29,,0.31,,4.01,,2.43,,1.44,,1.99,,2.95,
SK06-X-62,SK06,Sample location delocated to a 10km square (see metadata),400000,360000,405000,365000,1,0,,38.89,,1.12,,7.29,,4.1,,2.51,,3.64,,3.07,,5.45,,2.05,,5.92,,1.25,,4.97,,4.22,,2.23,,4.73,,4.59,
SK06-X-62,SK06,Sample location delocated to a 10km square (see metadata),400000,360000,405000,365000,2,0,,33.59,,0.33,,4.05,,2.08,,2.11,,2.48,,1.84,,3.54,,1.66,,4.7,,0.41,,4.7,,2.62,,1.31,,2.35,,3.22,
SK09-X-02,SK09,Sample location delocated to a 10km square (see metadata),400000,390000,405000,395000,1,0,,74.38,,2.02,,6.41,,5.55,,9.21,,6.67,,6.43,,7.22,,6.72,,9.29,,5.74,,10.99,,6.65,,5.35,,4.49,,9.81,
SK09-X-02,SK09,Sample location delocated to a 10km square (see metadata),400000,390000,405000,395000,2,0,,79.5,,0.7,,4.16,,4.12,,6.56,,2.72,,3.41,,4.56,,1.86,,6.28,,3.79,,6.42,,5.61,,3.25,,4.01,,6.31,
SK09-X-02,SK09,Sample location delocated to a 10km square (see metadata),400000,390000,405000,395000,3,0,,75.07,,0.7,,7.93,,5.53,,7.13,,6.83,,4.91,,8.56,,5.37,,10.52,,5.62,,13.05,,6.45,,4.67,,4.81,,9.94,
SK09-X-02,SK09,Sample location delocated to a 10km square (see metadata),400000,390000,405000,395000,4,0,,80.45,,0.09,,3.69,,3.91,,5.51,,1.98,,2.49,,4.98,,3.38,,6.92,,2.18,,8.25,,7.7,,3.44,,4.45,,7.21,
SK17-X-47,SK17,Sample location delocated to a 10km square (see metadata),410000,370000,415000,375000,4,0,,27.3,,0.65,,8.08,,2.34,,1.22,,4.09,,1.08,,3.59,,1.42,,3.59,,0.57,,3.34,,2.29,,1.66,,1.71,,3.46,
SK17-X-47,SK17,Sample location delocated to a 10km square (see metadata),410000,370000,415000,375000,5,1,,32.08,,1.3,,11.84,,4.64,,2.73,,5.75,,1.67,,6.19,,2.45,,6.79,,0.8,,5.88,,4.28,,2.12,,2.74,,5.11,
SK17-X-47,SK17,Sample location delocated to a 10km square (see metadata),410000,370000,415000,375000,2,0,,26.15,,0.36,,8.7,,2.29,,1.22,,6.01,,0.87,,3.43,,1.2,,3.33,,0.38,,3.92,,1.68,,1.91,,1.49,,2.46,
SK25-X-16,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,4,1,,37.01,,0.74,,8.63,,3.36,,2.16,,4.39,,1.81,,4.85,,2.05,,6.05,,0.83,,5.73,,3.2,,2.18,,2.94,,3.88,
SK25-X-16,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,5,0,,36.76,,0.71,,8.52,,3.85,,1.51,,4.51,,1.85,,4.81,,1.77,,6.1,,0.83,,5.48,,3.82,,1.96,,2.64,,3.8,
SK25-X-16,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,6,0,,37.83,,0.71,,4.26,,2.86,,1.87,,2.96,,1.19,,3.46,,1.7,,3.96,,0.48,,3.84,,2.71,,1.97,,2.16,,2.95,
SK25-X-22,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,1,0,,35.48,,0.96,,13.5,,4.47,,2.18,,11.55,,1.71,,5.64,,1.79,,6.11,,0.99,,7.24,,3.55,,3.13,,2.72,,4.26,
SK25-X-22,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,2,1,,37.27,,1.61,,12.11,,5.42,,1.51,,8.1,,3.38,,7.36,,2.27,,7.37,,1.25,,9.16,,4.65,,3.02,,5.59,,5.18,
SK25-X-22,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,4,0,,31.68,,0.99,,11.62,,4.71,,1.41,,8.74,,1.96,,5.24,,1.72,,5.57,,1.05,,6.38,,3.32,,2.41,,2.63,,3.63,
SK25-X-84,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,1,1,,39.08,,1.17,,11.57,,4.55,,3.64,,6.79,,2.14,,7.15,,2.29,,8.27,,0.72,,7.23,,5.48,,2.75,,3.77,,6.21,
SK25-X-84,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,2,1,,34.83,,1.38,,15.07,,5.09,,2.46,,10.5,,2.22,,6.47,,2.04,,6.79,,1.05,,8.18,,3.93,,3.57,,4.08,,4.5,
SK25-X-84,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,3,1,,39.97,,1.19,,9.08,,4.62,,3.16,,4.93,,2.52,,6.43,,2.09,,6.22,,1.21,,6.23,,4.11,,2.53,,3.5,,5.74,
SK25-X-84,SK25,Sample location delocated to a 10km square (see metadata),420000,350000,425000,355000,4,0,,36.22,,0.98,,20.52,,5.89,,1.42,,16.09,,7.5,,8.53,,2.16,,8.91,,1.55,,12.52,,5.02,,10.63,,2.82,,5.69,
SK34-X-40,SK34,Sample location delocated to a 10km square (see metadata),430000,340000,435000,345000,2,1,,24.89,,0.26,,3.75,,1.58,,0.52,,2.2,,0.63,,2.09,,0.89,,2.25,,0.24,,2.29,,1.35,,1.1,,0.99,,1.83,
SK34-X-40,SK34,Sample location delocated to a 10km square (see metadata),430000,340000,435000,345000,5,0,,32.66,,0.27,,3.01,,2.56,,0.85,,1.6,,1.39,,2.75,,1.16,,3.34,,0.52,,2.75,,1.95,,1.21,,1.31,,2.78,
SK36-X-38,SK36,Sample location delocated to a 10km square (see metadata),430000,360000,435000,365000,2,1,,24.87,,0.36,,4.71,,1.26,,0.69,,2.62,,1.1,,1.74,,0.57,,1.87,,0.21,,2.08,,1.18,,0.78,,1.29,,1.36,
SK36-X-38,SK36,Sample location delocated to a 10km square (see metadata),430000,360000,435000,365000,4,0,,27.5,,0.71,,7.92,,2.79,,1.41,,3.7,,1.64,,3.93,,1.41,,4.14,,0.5,,4.08,,2.72,,1.17,,2.34,,3.06,
SK46-X-54,SK46,Sample location delocated to a 10km square (see metadata),440000,360000,445000,365000,1,0,,20.09,,0.26,,8.96,,1.41,,,NULL,6.93,,2.18,,1.86,,0.42,,2.28,,0.46,,6.87,,0.78,,4.29,,0.24,,1.25,
SK46-X-54,SK46,Sample location delocated to a 10km square (see metadata),440000,360000,445000,365000,2,0,,19.57,,0.15,,8.44,,1.24,,0.01,,6.67,,1.65,,1.7,,0.42,,2.05,,0.34,,5.39,,0.33,,4.54,,0.23,,1.01,
SK46-X-54,SK46,Sample location delocated to a 10km square (see metadata),440000,360000,445000,365000,3,0,,32.62,,0.77,,13.66,,4.69,,0.43,,10.59,,5.03,,4.97,,1.72,,5.71,,1.54,,8.78,,2.88,,5.97,,1.4,,4.48,
SK46-X-54,SK46,Sample location delocated to a 10km square (see metadata),440000,360000,445000,365000,4,1,,44.72,,1.07,,22.13,,5.16,,,NULL,18.65,,11.19,,6.84,,1.65,,7.49,,2.13,,18.45,,3.23,,13.42,,3.09,,5.36,
SK65-X-89,SK65,Sample location delocated to a 10km square (see metadata),460000,350000,465000,355000,1,1,,20.9,,0.92,,7.89,,2.89,,0.96,,4.65,,2.53,,3.93,,1.03,,3.93,,0.79,,4.08,,2.49,,3.7,,2.34,,2.85,
SK65-X-89,SK65,Sample location delocated to a 10km square (see metadata),460000,350000,465000,355000,2,0,,17.79,,0.38,,4.22,,1.14,,0.67,,2.94,,0.5,,1.29,,0.42,,1.32,,0.22,,1.31,,0.71,,0.56,,0.96,,0.88,
SK65-X-89,SK65,Sample location delocated to a 10km square (see metadata),460000,350000,465000,355000,4,0,,20.63,,0.49,,4.06,,1.33,,0.66,,2.09,,0.83,,2.04,,0.61,,2.07,,0.26,,1.74,,1.16,,0.73,,1.4,,1.62,
SK68-X-88,SK68,Sample location delocated to a 10km square (see metadata),460000,380000,465000,385000,1,0,,20.07,,0.34,,4.78,,1.73,,1.28,,2.34,,0.68,,2.76,,1.11,,3.34,,0.33,,2.59,,1.78,,0.96,,1.14,,2.51,
SK68-X-88,SK68,Sample location delocated to a 10km square (see metadata),460000,380000,465000,385000,4,0,,11.69,,0.26,,5.07,,0.71,,0.46,,2.13,,0.36,,1.36,,0.36,,1.62,,0.11,,1.39,,0.8,,0.51,,0.56,,1.14,
SK68-X-88,SK68,Sample location delocated to a 10km square (see metadata),460000,380000,465000,385000,2,0,,12.99,,0.24,,4.16,,0.83,,0.41,,1.67,,0.33,,1.47,,0.37,,1.43,,0.06,,1.32,,0.85,,0.67,,0.66,,1.22,
SK68-X-88,SK68,Sample location delocated to a 10km square (see metadata),460000,380000,465000,385000,3,0,,20.66,,0.34,,5.3,,1.52,,0.91,,2.66,,0.25,,2.37,,0.83,,2.79,,0.08,,2.46,,1.47,,0.74,,1,,1.6,
SK73-X-65,SK73,Sample location delocated to a 10km square (see metadata),470000,330000,475000,335000,1,2,,27.37,,0.78,,8.15,,3.16,,0.23,,6.38,,2.62,,4.47,,0.75,,5.46,,0.58,,6.72,,2.19,,3.16,,2.52,,4.03,
SK73-X-65,SK73,Sample location delocated to a 10km square (see metadata),470000,330000,475000,335000,2,3,,19.48,,0.21,,2.81,,1.4,,0.13,,3.07,,0.45,,2.47,,0.25,,2.39,,0.22,,3.86,,0.58,,0.96,,1.03,,1.29,
SK74-X-77,SK74,Sample location delocated to a 10km square (see metadata),470000,340000,475000,345000,2,1,,21.48,,1.31,,3.41,,2.09,,0.65,,1.89,,0.91,,3.38,,0.54,,2.99,,0.14,,1.86,,1.22,,0.63,,3.18,,3.54,
SK87-X-82,SK87,Sample location delocated to a 10km square (see metadata),480000,370000,485000,375000,2,0,,13.76,,0.47,,4.76,,1.56,,,NULL,3.78,,2.07,,2.14,,0.41,,2.57,,0.34,,3.74,,1.38,,2.19,,1.29,,1.72,
SK87-X-82,SK87,Sample location delocated to a 10km square (see metadata),480000,370000,485000,375000,3,0,,13.34,,0.21,,3.45,,0.71,,0.34,,1.6,,0.19,,0.97,,0.28,,1.12,,0.09,,0.78,,0.52,,0.58,,0.68,,0.67,
SK87-X-82,SK87,Sample location delocated to a 10km square (see metadata),480000,370000,485000,375000,4,0,,12.44,,0.06,,3.55,,0.36,,0.33,,1.37,,0.19,,0.63,,0.22,,0.74,,,NULL,0.76,,0.41,,0.4,,0.18,,0.46,
SK90-X-42,SK90,Sample location delocated to a 10km square (see metadata),490000,300000,495000,305000,2,1,,17.56,,0.52,,6.86,,1.94,,0.47,,3.69,,1.29,,2.83,,0.75,,3.27,,0.54,,3.7,,1.72,,1.19,,1.44,,2.79,
SK95-X-68,SK95,Sample location delocated to a 10km square (see metadata),490000,350000,495000,355000,1,0,,15.22,,0.42,,2.16,,0.82,,0.11,,0.73,,0.45,,1.6,,0.25,,1.79,,,NULL,1.08,,0.66,,0.07,,0.65,,1.29,
SK95-X-68,SK95,Sample location delocated to a 10km square (see metadata),490000,350000,495000,355000,2,1,,24.3,,1.18,,2.95,,2.09,,0.13,,1.38,,1.5,,3.17,,0.85,,3.34,,0.37,,2.5,,2.02,,0.44,,1.83,,2.81,
SK95-X-68,SK95,Sample location delocated to a 10km square (see metadata),490000,350000,495000,355000,3,0,,18.37,,0.6,,2.36,,0.79,,0.49,,1.11,,0.67,,1.46,,0.44,,1.69,,0.15,,1.14,,0.97,,0.36,,0.64,,1.3,
SO36-X-95,SO36,Sample location delocated to a 10km square (see metadata),330000,260000,335000,265000,5,0,,33.89,,0.71,,8.92,,4.24,,2.41,,5.54,,1.65,,6.69,,2.38,,6.51,,0.92,,5.81,,3.98,,2.64,,2.83,,5.04,
SO39-X-62,SO39,Sample location delocated to a 10km square (see metadata),330000,290000,335000,295000,3,1,,33.27,,1.24,,10.08,,4.58,,1.55,,4.89,,2.05,,5.71,,1.81,,5.43,,1,,5.66,,3.73,,1.92,,2.69,,3.32,
SO39-X-62,SO39,Sample location delocated to a 10km square (see metadata),330000,290000,335000,295000,6,1,,37.28,,1.21,,8.3,,3.48,,2.27,,3.63,,1.79,,6.29,,2.35,,7.39,,0.73,,5.89,,5.1,,1.64,,3.43,,4.48,
SO52-X-37,SO52,Sample location delocated to a 10km square (see metadata),350000,220000,355000,225000,1,1,,13.02,,0.31,,7.68,,1.53,,0.6,,4.96,,0.45,,2.03,,0.51,,2.43,,0.18,,3.15,,1.12,,1.08,,0.84,,1.37,
SO52-X-37,SO52,Sample location delocated to a 10km square (see metadata),350000,220000,355000,225000,3,0,,16.58,,1.02,,5.96,,2.41,,0.16,,2.91,,0.91,,3.96,,1.01,,4.21,,0.35,,3.83,,2.81,,1.38,,2,,3.36,
SO52-X-37,SO52,Sample location delocated to a 10km square (see metadata),350000,220000,355000,225000,4,0,,13.89,,0.25,,9.03,,1.5,,0.63,,5.84,,0.53,,2.08,,0.46,,2.27,,0.33,,3.34,,1.33,,1.04,,0.8,,1.27,
SO54-X-80,SO54,Sample location delocated to a 10km square (see metadata),350000,240000,355000,245000,1,0,,38.36,,1.58,,8.43,,4.66,,1.98,,3.76,,1.64,,6.21,,2.17,,7.86,,0.73,,6.24,,4.6,,1.3,,3.31,,5.73,
SO54-X-80,SO54,Sample location delocated to a 10km square (see metadata),350000,240000,355000,245000,3,1,,33.87,,0.73,,7.56,,3.2,,2.05,,3.93,,1.51,,4.79,,1.5,,5.06,,0.5,,5,,3.31,,1.78,,2.63,,4.34,
SO55-X-57,SO55,Sample location delocated to a 10km square (see metadata),350000,250000,355000,255000,1,1,,14.99,,0.52,,7.02,,2.18,,0.16,,5.3,,0.49,,2.25,,0.52,,2.91,,0.25,,3.23,,1.53,,1.06,,1.01,,1.77,
SO55-X-57,SO55,Sample location delocated to a 10km square (see metadata),350000,250000,355000,255000,2,0,,15.77,,0.11,,6.19,,1.08,,0.6,,3.49,,0.24,,1.43,,0.4,,1.38,,0.13,,1.82,,0.77,,1.36,,0.48,,0.92,
SO58-X-13,SO58,Sample location delocated to a 10km square (see metadata),350000,280000,355000,285000,2,0,,33.53,,0.6,,6.87,,3.12,,1.66,,5.2,,1.23,,3.75,,1.48,,4.6,,0.49,,2.19,,2.77,,2.64,,1.95,,3.08,
SO58-X-13,SO58,Sample location delocated to a 10km square (see metadata),350000,280000,355000,285000,4,0,,18.54,,0.46,,6.6,,1.55,,0.63,,4.35,,0.52,,2.04,,0.61,,2.2,,0.25,,2.25,,1.01,,1.19,,1.33,,1.37,
SO65-X-10,SO65,Sample location delocated to a 10km square (see metadata),360000,250000,365000,255000,2,0,,31.19,,0.85,,6.99,,2.91,,2.71,,3.75,,1.51,,4.9,,2.13,,4.97,,0.82,,4.39,,2.68,,1.84,,3.17,,3.96,
SO65-X-10,SO65,Sample location delocated to a 10km square (see metadata),360000,250000,365000,255000,3,0,,29.24,,0.67,,10.87,,3.25,,2.03,,6.87,,1.28,,4.9,,2.12,,5.45,,0.81,,6.38,,3.06,,3.06,,2.92,,3.76,
SO65-X-10,SO65,Sample location delocated to a 10km square (see metadata),360000,250000,365000,255000,4,0,,26.76,,0.4,,8.01,,2.83,,1.55,,5.2,,0.88,,3.4,,1.35,,3.93,,0.45,,4.71,,2.44,,2.37,,2.03,,3.41,
SO66-X-60,SO66,Sample location delocated to a 10km square (see metadata),360000,260000,365000,265000,2,0,,19.88,,0.64,,7.56,,2.39,,,NULL,6,,1.27,,2.87,,0.56,,3.33,,0.48,,4,,1.5,,1.83,,1.53,,1.87,
SO66-X-60,SO66,Sample location delocated to a 10km square (see metadata),360000,260000,365000,265000,3,0,,18.46,,0.44,,7.13,,2.14,,0.16,,6.02,,0.99,,2.54,,0.47,,2.34,,0.3,,3.63,,1.1,,1.82,,1.25,,1.34,
SO66-X-60,SO66,Sample location delocated to a 10km square (see metadata),360000,260000,365000,265000,4,0,,17.65,,0.42,,6.93,,1.71,,0.5,,4.95,,0.48,,2.01,,0.55,,2.53,,0.22,,3.11,,1.44,,1.4,,1.02,,1.5,
SO66-X-60,SO66,Sample location delocated to a 10km square (see metadata),360000,260000,365000,265000,5,0,,25.55,,0.76,,11.49,,3.88,,1.37,,8.82,,0.78,,4.76,,1.6,,4.76,,0.45,,6.1,,3.02,,3.73,,2.27,,4.62,
SO72-X-39,SO72,Sample location delocated to a 10km square (see metadata),370000,220000,375000,225000,1,1,,21.95,,0.92,,9.13,,2.8,,0.31,,6.55,,2.37,,3.68,,0.82,,3.81,,0.45,,5.14,,1.87,,3.22,,2.39,,3.09,
SO72-X-93,SO72,Sample location delocated to a 10km square (see metadata),370000,220000,375000,225000,1,1,,29.56,,1.74,,9.15,,4.05,,1.5,,6.83,,2.29,,6.12,,2.45,,6.89,,1.01,,7.04,,4,,1.88,,3.62,,4.82,
SO72-X-93,SO72,Sample location delocated to a 10km square (see metadata),370000,220000,375000,225000,2,1,,29.7,,2.02,,8.38,,4.25,,2.55,,7.24,,1.78,,6.34,,1.92,,6.27,,1.08,,4.85,,3.12,,2.65,,3.22,,5.08,
SO79-X-07,SO79,Sample location delocated to a 10km square (see metadata),370000,290000,375000,295000,1,0,,13.62,,0.43,,7.17,,1.44,,0.63,,2.98,,0.77,,2.49,,0.65,,2.78,,0.28,,2.6,,1.62,,0.72,,1.32,,1.57,
SO79-X-07,SO79,Sample location delocated to a 10km square (see metadata),370000,290000,375000,295000,2,0,,18.42,,0.44,,6.21,,2.11,,1.02,,2.69,,0.85,,2.93,,0.91,,3.31,,0.39,,3.25,,1.99,,1.03,,1.72,,2.11,
SO79-X-07,SO79,Sample location delocated to a 10km square (see metadata),370000,290000,375000,295000,3,0,,13.44,,0.17,,5.77,,0.58,,0.56,,2.42,,0.43,,0.94,,0.25,,1.13,,0.13,,1.1,,0.6,,0.49,,0.62,,0.61,
SO85-X-16,SO85,Sample location delocated to a 10km square (see metadata),380000,250000,385000,255000,2,1,,24.21,,0.49,,9.4,,1.87,,0.93,,7.35,,0.91,,2.69,,0.67,,2.86,,0.32,,3.36,,1.45,,1.38,,1.21,,1.83,
SO85-X-16,SO85,Sample location delocated to a 10km square (see metadata),380000,250000,385000,255000,3,1,,27.2,,1.07,,9.9,,3.5,,0.63,,7.2,,1.53,,4.2,,0.94,,4.04,,0.73,,4.98,,2.3,,1.92,,1.89,,3.15,
SP00-X-85,SP00,Sample location delocated to a 10km square (see metadata),400000,200000,405000,205000,2,4,,23.66,,0.28,,7.94,,1.96,,0.06,,5.06,,1.01,,2.51,,0.31,,2.93,,0.36,,5.96,,0.76,,2.18,,0.38,,1.49,
SP00-X-85,SP00,Sample location delocated to a 10km square (see metadata),400000,200000,405000,205000,3,4,,32.88,,1.33,,10.07,,3.84,,0.36,,7.89,,1.53,,5.1,,1.22,,6.28,,0.61,,9.43,,2.52,,2.68,,0.8,,4.01,
SP00-X-85,SP00,Sample location delocated to a 10km square (see metadata),400000,200000,405000,205000,4,4,,30.67,,0.51,,5.72,,3.32,,0.19,,5.32,,0.53,,4.35,,0.82,,5.54,,0.64,,6.64,,1.68,,1.01,,0.46,,3.51,
SP17-X-63,SP17,Sample location delocated to a 10km square (see metadata),410000,270000,415000,275000,1,0,,31.37,,0.61,,6.9,,3.24,,2.16,,4.28,,1.77,,4.36,,1.69,,4.66,,0.6,,5.33,,2.36,,2.48,,2.4,,3.75,
SP17-X-63,SP17,Sample location delocated to a 10km square (see metadata),410000,270000,415000,275000,2,0,,17.34,,0.66,,4.41,,1.77,,0.45,,2.05,,1.12,,2.19,,0.67,,2.94,,0.37,,2.84,,1.47,,0.61,,1.69,,1.9,
